FIPS,GEOID,STATE,A01001B_001,A01001B_002,A01001B_003,A01001B_004,A01001B_005,A01001B_006,A01001B_007,A01001B_008,A01001B_009,A01001B_010,A01001B_011,A01001B_012
08115,05000US08115,08,2350,2196,2057,1897,1811,1694,1518,1249,978,608,340,132
08117,05000US08117,08,30429,29119,27844,26232,25398,22871,17268,12422,7893,3601,905,70
08119,05000US08119,08,24113,23135,21933,20616,19745,18212,16117,13606,9981,4875,1289,290
08121,05000US08121,08,4840,4596,4319,3954,3732,3367,2791,2246,1679,944,453,121
08123,05000US08123,08,295123,273535,250628,228923,216533,188765,144771,105006,68481,34304,12900,3507
08125,05000US08125,08,10069,9296,8494,7703,7368,6620,5383,4280,3022,1829,819,290
09001,05000US09001,09,944348,891774,832385,767903,727441,641790,534003,414922,270973,143419,65120,21907
09003,05000US09003,09,894730,846908,796871,739719,704159,622446,505490,396097,269546,147260,66644,23560
09005,05000US09005,09,183031,175475,165999,155824,148637,134752,116518,97028,67781,36456,15212,5388
09007,05000US09007,09,163368,156497,148802,139488,133273,118792,100850,82661,57156,31052,13272,4675
09009,05000US09009,09,859339,814592,767671,715557,682414,595852,482162,380842,260059,142411,63374,22629
09011,05000US09011,09,268881,255412,241599,225610,215672,188221,153578,123521,85407,46320,19785,5985
09013,05000US09013,09,151269,145137,137989,129807,124264,95870,79774,64240,43229,22405,9272,2494
09015,05000US09015,09,116538,110726,104199,97472,93019,80985,66485,52526,35548,18257,7487,2549
10001,05000US10001,10,174822,163831,152975,141011,134211,116057,92651,72304,50011,28461,11640,2810
10003,05000US10003,10,555133,522586,489636,455094,433949,380467,300332,231691,154561,81440,34059,10324
10005,05000US10005,10,219540,208224,196864,184694,177909,163455,140638,119388,92358,57228,21764,5304
11001,05000US11001,11,684498,639806,606078,578515,562761,486981,327265,228089,151629,81712,34792,10956
12001,05000US12001,12,263148,248986,235150,223333,215778,159261,118589,90673,64036,34804,13951,4514
12003,05000US12003,12,27785,26212,24704,22332,21092,18659,14983,11470,7374,3827,1376,352
12005,05000US12005,12,182482,171093,159964,149382,143076,127804,101684,79581,55035,30160,12720,3449
12007,05000US12007,12,26979,25561,23893,22376,21489,19488,15322,11833,8375,4797,2146,543
12009,05000US12009,12,576808,549619,522058,489760,469997,426776,363008,303864,224848,133083,61480,18333
12011,05000US12011,12,1909151,1797580,1688061,1571752,1500346,1344708,1086756,831525,553360,303981,135184,44377
12013,05000US12013,12,14444,13788,12840,12067,11357,10294,8230,6406,4458,2660,1129,320
12015,05000US12015,12,176954,171568,165798,159166,154789,145220,132150,118868,98963,69046,31872,9337
12017,05000US12017,12,143087,137633,132400,125748,121714,113645,102365,90890,74419,51358,23291,6259
12019,05000US12019,12,207291,195720,181381,167542,157913,141027,115208,88383,58488,30931,11325,2521
12021,05000US12021,12,363922,347226,330035,310923,299554,274710,239651,203784,160470,112279,54991,14672
12023,05000US12023,12,69105,64976,60320,56494,53954,47814,39098,31015,22073,12424,5148,1359
12027,05000US12027,12,36399,34527,32427,30554,29254,25918,20733,16359,12042,7760,3471,700
12029,05000US12029,12,16437,15704,14907,13934,13386,12370,10613,8671,6370,3732,1532,250
12031,05000US12031,12,924229,861739,803211,746965,714286,628707,477681,360740,239905,123480,48482,14529
12033,05000US12033,12,311522,292678,275131,256690,246269,208585,163744,129867,91937,50472,20937,5600
12035,05000US12035,12,107139,102808,97740,91973,88403,81448,72136,61360,48233,31580,13074,3392
12037,05000US12037,12,11736,11220,10659,10105,9817,8966,7259,5864,4285,2515,956,270
12039,05000US12039,12,46017,43318,40411,37497,35931,32128,26539,20563,14297,7614,3125,888
12041,05000US12041,12,17615,16764,15991,14880,14053,11890,10108,8279,6009,3517,1489,429
12043,05000US12043,12,13363,12924,12260,11516,11234,10056,8481,6938,5218,3463,1574,330
12045,05000US12045,12,16055,15274,14507,13924,13422,12177,9840,7814,5488,3195,1291,335
12047,05000US12047,12,14269,13600,12735,12003,11552,10133,8147,6366,4347,2351,864,212
12049,05000US12049,12,27228,25463,23385,21272,20010,17323,13651,10425,7092,4206,1840,458
12051,05000US12051,12,40127,37287,34485,31166,29334,25285,19712,14682,9595,5287,2319,669
12053,05000US12053,12,182696,174473,165624,155261,148796,136540,118117,99600,76576,50317,23144,6431
12055,05000US12055,12,102101,97266,92654,87423,84428,78047,68358,59374,49113,35532,18183,4869
12057,05000US12057,12,1378883,1291849,1204269,1116374,1063125,935758,727365,540531,353143,189676,76896,22878
12059,05000US12059,12,19430,18532,17363,16326,15628,14061,11577,9214,6545,3849,1684,444
12061,05000US12061,12,150984,144537,137207,130411,125595,115641,102176,88419,70635,47735,22799,7682
12063,05000US12063,12,48472,46101,43909,41083,39439,35370,28855,22136,15546,8981,3858,958
12065,05000US12065,12,14105,13494,12748,12174,11785,10910,9246,7402,5367,3101,1126,284
12067,05000US12067,12,8744,8201,7734,7188,6778,6146,4817,3504,2321,1177,476,137
12069,05000US12069,12,335362,318700,301107,281369,269793,247089,211655,175313,133240,88151,40231,9500
12071,05000US12071,12,718679,684801,649913,611511,588695,537841,459984,385382,298630,198022,87715,23627
12073,05000US12073,12,288102,273145,258489,243278,234088,170031,128366,97531,67167,35700,13323,4006
12075,05000US12075,12,39961,37949,35527,33408,32013,29171,24915,20839,15731,9401,3851,1009
12077,05000US12077,12,8365,7990,7593,7227,6972,6007,4836,3691,2506,1305,495,99
12079,05000US12079,12,18474,17553,16504,15571,14955,13450,10895,8725,6249,3642,1485,326
12081,05000US12081,12,373853,355663,335157,315827,303374,277789,238849,200035,153135,98927,44997,12806
12083,05000US12083,12,348371,330952,313085,294403,283084,259032,222019,187945,146573,98883,44537,11167
12085,05000US12085,12,157581,151142,144974,136374,131354,121310,107062,92239,71724,47411,23863,7906
12086,05000US12086,12,2715516,2558009,2409113,2255430,2160999,1922868,1533900,1153552,749998,423353,197088,61497
12087,05000US12087,12,76325,72775,69823,66638,64797,59600,50302,40749,29172,16263,6070,1376
12089,05000US12089,12,80578,76569,72449,67435,64418,58920,50171,40325,29375,16835,6216,1434
12091,05000US12091,12,200737,187415,174948,163073,156179,137503,105359,81695,57006,31003,13009,3297
12093,05000US12093,12,40572,38190,35895,33359,31713,28284,23270,18184,12985,7793,3580,971
12095,05000US12095,12,1321194,1239175,1157725,1074470,1024120,879992,658648,472111,295647,150264,59812,18098
12097,05000US12097,12,338619,316956,294057,269814,254624,222545,173693,125015,79709,43188,16765,4579
12099,05000US12099,12,1446277,1372096,1294781,1216257,1166266,1054752,883147,716285,524532,336908,172642,57923
12101,05000US12101,12,510593,484064,455692,425064,406413,370112,314250,252420,182794,114764,51208,13718
12103,05000US12103,12,957875,915240,871445,827068,798558,732552,618968,513796,379113,228495,106268,35223
12105,05000US12105,12,668671,629537,587488,544853,518793,461771,376838,298014,215927,133538,57980,14445
12107,05000US12107,12,72766,68589,64352,59736,57140,51840,43720,36414,27355,16270,6816,1347
12109,05000US12109,12,235503,223554,209800,193594,183958,166672,143295,113057,78940,45239,17319,4729
12111,05000US12111,12,305591,289671,273103,254802,243532,220556,186393,152208,113081,71109,32346,9230
12113,05000US12113,12,170442,160714,150518,139417,132532,118487,95583,73414,48889,26193,10238,2137
12115,05000US12115,12,412144,397262,380606,363415,352163,328083,293521,257935,209486,145841,71642,22342
12117,05000US12117,12,455086,430971,403964,376371,358208,318981,253600,191857,126469,67463,27665,9395
12119,05000US12119,12,120999,118857,116656,113630,112147,108330,101615,93821,85368,67271,26147,5147
12121,05000US12121,12,43924,41767,38882,35865,34376,30969,25780,20538,14867,8836,3735,870
12123,05000US12123,12,22098,21070,19881,18487,17862,16088,12911,10099,7234,4222,1686,270
12125,05000US12125,12,15239,14390,13581,12848,12353,11211,8744,6510,4374,2211,710,230
12127,05000US12127,12,527634,502616,477045,450274,433326,389206,329126,273948,205448,125506,55676,17605
12129,05000US12129,12,31877,30324,28384,26331,25048,22983,18754,13887,8990,4432,1602,389
12131,05000US12131,12,65858,61982,58698,54676,52459,48209,40145,32055,22924,12784,4700,1026
12133,05000US12133,12,24566,23310,21784,20532,19691,17628,14266,11031,7582,4263,1632,436
13001,05000US13001,13,18454,17248,15758,14655,13845,12323,10075,7973,5524,3052,1202,305
13003,05000US13003,13,8265,7738,7143,6392,6001,5230,4171,3047,1998,1053,379,61
13005,05000US13005,13,11228,10419,9493,8779,8359,7429,5926,4397,3083,1700,668,120
13007,05000US13007,13,3189,3050,2879,2722,2559,2315,1944,1651,1193,738,231,54
13009,05000US13009,13,45286,43077,40430,38022,36588,28060,22863,17803,12467,6776,2674,691
13011,05000US13011,13,18510,17540,16306,15102,14253,12821,10706,8295,5590,3086,1077,215
13013,05000US13013,13,76887,71474,65528,59775,56441,50285,38936,27923,17708,9187,3325,704
13015,05000US13015,13,103620,96868,89649,82533,78043,69063,55610,42021,26942,13851,5002,1347
13017,05000US13017,13,17154,16067,15138,13550,12809,11400,9490,7340,5113,2781,1113,277
13019,05000US13019,13,19025,17889,16589,15251,14424,13050,10691,8351,5725,3269,1245,415
13021,05000US13021,13,153490,142857,132169,121697,115472,99763,79056,61192,42311,22757,9448,3185
13023,05000US13023,13,12775,12073,11315,10528,9981,7861,6645,5325,3684,2148,945,188
13025,05000US13025,13,18561,17455,16007,14909,14079,12532,10410,8159,5527,2853,1044,190
13027,05000US13027,13,15622,14732,13856,12868,12199,11096,9270,7449,5266,2979,1178,173
13029,05000US13029,13,35885,33300,30286,27161,25363,22564,17740,12027,7412,3653,1334,446
13031,05000US13031,13,74782,70547,66834,62199,59790,41472,31254,23457,15585,8175,3095,855
13033,05000US13033,13,22550,20904,19450,17634,16659,14705,11895,9393,6480,3299,1213,281
13035,05000US13035,13,23750,22387,21138,19705,18831,16729,13075,9987,6670,3579,1371,274
13037,05000US13037,13,6428,6222,5898,5497,5278,4744,3687,2610,1775,934,399,130
13039,05000US13039,13,52714,48822,45172,41674,39775,32979,24651,18747,12464,6436,2206,352
13043,05000US13043,13,10827,10198,9329,8569,8111,7187,5927,4536,3253,1845,690,170
13045,05000US13045,13,116022,108597,101556,93022,88161,72829,57458,43046,28251,15152,5823,1261
13047,05000US13047,13,66299,62665,58484,53832,50902,45585,37568,28730,19548,11119,4494,813
13049,05000US13049,13,12983,12313,11580,10882,10508,9040,7502,5689,3487,1927,847,264
13051,05000US13051,13,287049,268384,251345,234198,224581,192097,144182,109230,75557,41403,16633,5058
13053,05000US13053,13,10767,9875,9183,8626,8450,4878,2543,1477,866,409,140,16
13055,05000US13055,13,24817,23442,21750,20142,19203,17078,14031,10840,7532,4201,1742,419
13057,05000US13057,13,241910,227091,210592,191667,180696,161547,132473,97831,60967,31100,10532,2291
13059,05000US13059,13,124602,117825,112038,106019,102948,69493,48817,34895,23860,12807,5157,1514
13061,05000US13061,13,3001,2854,2697,2491,2417,2190,1831,1504,1164,681,332,94
13063,05000US13063,13,278666,257262,235410,213008,200334,172122,129433,91668,54606,24343,7836,2016
13065,05000US13065,13,6743,6178,5835,5203,4933,4498,3535,2752,1872,1023,389,67
13067,05000US13067,13,745057,697400,646143,595991,564850,497192,389265,281961,173870,85117,30576,8287
13069,05000US13069,13,42961,40047,36838,34220,32411,27907,22029,16494,10631,5728,2079,483
13071,05000US13071,13,45606,42411,39193,35502,33551,29439,23610,17788,11955,6704,2743,592
13073,05000US13073,13,147295,137922,127060,116222,109473,97342,76977,56371,36530,18706,7051,1840
13075,05000US13075,13,17184,16056,14746,13506,12739,11269,9217,7058,4743,2665,1097,232
13077,05000US13077,13,140516,131850,121719,111528,105186,93522,76381,57337,35880,18483,6759,1527
13079,05000US13079,13,12344,11700,11177,10170,9725,8779,7450,6001,4116,2186,754,131
13081,05000US13081,13,22846,21382,19759,18237,17167,15085,12575,9929,7137,4014,1653,393
13083,05000US13083,13,16227,15460,14740,13696,13160,11093,9376,7369,5250,2939,1162,330
13085,05000US13085,13,23861,22505,21268,19784,18855,16987,14272,11376,7981,4659,1563,308
13087,05000US13087,13,26833,25031,23365,21360,20236,17797,14371,11201,7645,4221,1810,378
13089,05000US13089,13,743187,690205,641048,595128,568921,503419,379153,271543,171873,85571,32005,9495
13091,05000US13091,13,20919,19813,18826,17447,16737,14928,12225,9433,6379,3540,1448,313
13093,05000US13093,13,13905,13342,12677,11874,11371,10087,8535,6626,4673,2557,1030,297
13095,05000US13095,13,91049,84898,79022,72599,68948,57866,45661,35108,24571,13321,5445,1546
13097,05000US13097,13,141840,132882,122596,111382,104450,91243,73607,53464,32046,15585,5481,1312
13099,05000US13099,13,10348,9684,8913,8254,7770,6941,5832,4681,3307,1928,843,289
13101,05000US13101,13,3994,3808,3529,3313,3133,2832,2379,1707,1085,646,288,99
13103,05000US13103,13,58689,54753,50383,45790,42957,38065,30157,21854,13557,6519,2283,568
13105,05000US13105,13,19212,18092,16956,15655,15013,13529,11224,9071,6545,3790,1633,409
13107,05000US13107,13,22499,20971,19571,17799,16843,14832,11784,9102,6341,3488,1398,264
13109,05000US13109,13,10727,9946,9044,8311,7887,7229,5679,4389,3001,1712,733,226
13111,05000US13111,13,24925,23932,22923,21443,20674,19089,16946,14466,11281,6957,2680,636
13113,05000US13113,13,111369,106458,100104,91222,85298,75475,65777,53330,35743,19089,7030,1888
13115,05000US13115,13,96824,90973,85097,78064,74152,64087,52089,40301,27770,15636,6694,1922
13117,05000US13117,13,219880,206262,188462,168972,157730,142017,120436,84755,48145,25021,9210,2003
13119,05000US13119,13,22514,21147,19888,18494,17556,15365,12772,10288,7265,4365,1757,425
13121,05000US13121,13,1021902,959630,893637,830613,791630,686663,516603,368454,226529,113402,43883,12852
13123,05000US13123,13,29922,28352,27063,25203,24018,21857,19066,15794,11751,6989,2553,503
13125,05000US13125,13,3009,2875,2667,2472,2305,2062,1798,1422,936,513,217,55
13127,05000US13127,13,83974,79003,73708,68322,65054,58258,48124,38307,27468,15794,6308,1907
13129,05000US13129,13,56790,53274,49649,45161,42572,37781,30652,23252,14956,8030,3106,766
13131,05000US13131,13,24926,23258,21683,19770,18710,16949,13658,10933,7584,4277,1732,478
13133,05000US13133,13,16976,16293,15279,14212,13718,12663,10865,9235,7366,4714,1656,266
13135,05000US13135,13,902298,841232,774709,699056,654847,572839,452713,318942,184319,83442,28792,6634
13137,05000US13137,13,44289,41635,39020,36011,34246,29626,24796,19230,13475,8067,3298,686
13139,05000US13139,13,195961,182950,168791,153740,145010,127116,101709,76596,49955,27758,11219,2658
13141,05000US13141,13,8535,8243,7926,7537,7327,6688,5397,4434,3179,1844,725,139
13143,05000US13143,13,28956,27212,25496,23159,21930,19703,16150,12626,8221,4522,1795,501
13145,05000US13145,13,33590,32014,30039,27736,26243,23469,20100,16008,10853,5861,1995,515
13147,05000US13147,13,25631,24235,22571,21148,20252,18388,15344,12437,9039,5456,2297,466
13149,05000US13149,13,11677,11030,10300,9479,8956,8026,6690,5254,3539,1886,725,225
13151,05000US13151,13,221307,208402,192309,174767,162890,142179,115951,84529,50130,24308,8497,2088
13153,05000US13153,13,151682,141443,130526,119237,112681,98921,76480,56726,36344,18488,7664,1904
13155,05000US13155,13,9268,8849,8224,7570,7258,6206,5253,3939,2770,1728,792,183
13157,05000US13157,13,65755,61493,56590,51808,48982,44233,35919,26571,17239,9475,3643,692
13159,05000US13159,13,13784,12997,11955,11060,10488,9419,7923,6234,4320,2324,899,187
13161,05000US13161,13,14991,13964,12882,11568,10945,9705,7767,5866,4031,2297,778,166
13163,05000US13163,13,15772,14741,13678,12665,12012,10660,8694,6934,4874,2746,1136,310
13165,05000US13165,13,8827,8205,7413,7043,6787,5816,5087,4206,2924,1484,431,201
13167,05000US13167,13,9730,9194,8602,8137,7801,6728,5680,4295,3049,1722,694,275
13169,05000US13169,13,28548,27066,24841,23072,21788,19544,16400,12621,8563,4748,1857,385
13171,05000US13171,13,18513,17499,16621,15371,14648,11871,9833,7724,5466,3034,1112,340
13173,05000US13173,13,10366,9651,8984,8140,7724,6832,5256,3859,2592,1319,531,214
13175,05000US13175,13,47418,44257,40724,37626,35690,31598,25940,20217,14121,7984,3472,772
13177,05000US13177,13,29348,27553,25168,22959,21538,19326,15503,11138,7094,3498,1227,274
13179,05000US13179,13,62108,55810,51144,46745,44536,35621,23557,16821,10890,5189,1748,319
13181,05000US13181,13,7799,7419,7005,6570,6279,5714,4964,4031,3079,1761,694,75
13183,05000US13183,13,18156,16733,14977,13780,13053,11323,8360,5801,3476,1601,629,96
13185,05000US13185,13,114582,106440,98309,91359,87130,67252,49877,37213,24803,13198,5360,1448
13187,05000US13187,13,31951,30582,28779,27260,26184,20043,16613,13338,9680,5337,1946,512
13189,05000US13189,13,21498,20039,18461,17009,16018,14303,11658,9161,6468,3596,1404,309
13191,05000US13191,13,14120,13504,12973,12128,11683,10727,9257,7916,5904,3453,1271,170
13193,05000US13193,13,13480,12795,12023,11353,10850,9557,7666,5922,4142,2154,746,224
13195,05000US13195,13,28900,27212,25156,23389,22232,19845,16499,12872,8687,4560,1718,458
13197,05000US13197,13,8484,8075,7446,7153,6839,6125,5205,4265,3048,1724,673,63
13199,05000US13199,13,21113,19863,18681,17328,16496,14761,12315,10014,7177,4082,1607,345
13201,05000US13201,13,5836,5507,5117,4749,4497,4194,3455,2789,1984,1244,634,150
13205,05000US13205,13,22432,21075,19662,18078,17220,15311,12337,9361,6377,3517,1483,390
13207,05000US13207,13,27010,25595,24370,22368,21358,19051,16024,12734,8890,4736,1887,526
13209,05000US13209,13,9036,8555,8089,7454,7139,5968,4998,3851,2645,1450,530,102
13211,05000US13211,13,18235,17224,16051,14892,14133,12538,10775,8978,6100,3449,1400,254
13213,05000US13213,13,39557,37095,34087,31394,29630,26263,21273,16166,10455,5575,1978,344
13215,05000US13215,13,196670,182245,168533,155502,147885,127410,95358,70745,47514,24712,10466,3251
13217,05000US13217,13,106497,99602,91476,83412,78090,67991,55010,40501,25276,13118,4784,1356
13219,05000US13219,13,37017,35009,32245,29106,27083,24184,20842,15716,10177,5357,1991,542
13221,05000US13221,13,14784,13994,13053,12184,11612,10589,8867,6819,4722,2670,1061,189
13223,05000US13223,13,155840,145811,134277,121445,113794,100232,80325,56866,32614,15766,5692,1103
